Time,Mean measurement error,Mean measurement and model error,Mean estimated distance u-s1,Distance u-s1,All u_x,All u_y,All u_z,All u_hat_x,All u_hat_y,All u_hat_z
154,376.0895515004406,376.0895515004406,1564.2301492004112,1729.5904543148683,5855686.685359412,3009194.9582694974,-2022012.7140545521,5855722.50324512,3009232.011859814,-2021853.829802874
155,378.92752843733865,378.92752843733865,1549.57372810286,1729.7715908901855,5858111.080270342,3009276.1919371914,-2014801.9726793428,5858149.917758935,3009316.3994907024,-2014628.8866581928
156,370.7931807279616,370.7931807279616,1570.136998269658,1729.9528998997498,5860528.418757678,3009353.753913803,-2007588.4738223136,5860562.5495169675,3009389.48795013,-2007435.9039503345
157,366.65311047486034,366.65311047486034,1570.0524025310397,1730.1343655124613,5862938.503281607,3009427.6378223468,-2000372.8067119338,5862972.926459813,3009463.4896235024,-2000220.1027447437
158,373.50219534211857,373.50219534211857,1572.4105807231556,1730.31599392372,5865341.428216139,3009497.84672565,-1993154.6899948409,5865375.3874892555,3009533.9139218265,-1993003.8177427999
159,372.2164740529866,372.2164740529866,1561.9241351401577,1730.4977849919228,5867737.190546448,3009564.3804966817,-1985934.132482658,5867773.1748726,3009601.9678392913,-1985772.4056426277
160,364.2775554079751,364.2775554079751,1567.6983417662916,1730.679738228883,5870125.787266473,3009627.239012937,-1978711.142990236,5870160.529007226,3009663.867935699,-1978555.00653122
161,365.63091988977106,365.63091988977106,1561.904601032078,1730.8618511789625,5872507.215379032,3009686.4221564345,-1971485.7303351993,5872542.680592445,3009724.3191105127,-1971323.6264385944
162,362.5679606144896,362.5679606144896,1571.0930588356734,1731.0441237638938,5874881.471895581,3009741.9298137203,-1964257.9033388034,5874915.09461956,3009778.0343223745,-1964105.0376212948
163,368.7669512741207,368.7669512741207,1561.6726963412211,1731.2265542844566,5877248.55383634,3009793.7618758567,-1957027.6708254425,5877283.681985356,3009831.903917942,-1956865.0246673622
164,360.67458683893653,360.67458683893653,1575.1572848196863,1731.4091516791812,5879608.553032409,3009841.9201019756,-1949794.7505826638,5879640.5349825565,3009876.6476518735,-1949645.333034877
165,359.66093481190813,359.66093481190813,1578.966350529866,1731.59189809295,5881961.276628026,3009886.4005172183,-1942559.7334264559,5881992.293979326,3009919.982928577,-1942413.3283415583
166,359.5549767641093,359.5549767641093,1581.5278494113525,1731.7748001598663,5884306.816761285,3009927.2050376646,-1935322.337245069,5884337.608045623,3009961.1979868114,-1935177.9754386006
167,362.4216304266472,362.4216304266472,1579.8727560784855,1731.9578566064747,5886645.170486906,3009964.3335724715,-1928082.5708773765,5886676.61058117,3009998.9569530264,-1927936.6672697389
168,356.6706343420463,356.6706343420463,1574.9115733098922,1732.141068046947,5888976.334869372,3009997.7860353407,-1920840.4431623947,5889008.205184869,3010033.0917544635,-1920689.5945275906
169,355.0201840817492,355.0201840817492,1567.1571658160467,1732.3244335797513,5891300.306981474,3010027.5623444933,-1913595.962943742,5891333.099717253,3010064.291094994,-1913437.6303109673
170,354.54097210026293,354.54097210026293,1568.9089614800914,1732.5079512048583,5893617.083905025,3010053.6624226784,-1906349.1390674172,5893649.355558664,3010090.0716062877,-1906192.1578691592
171,358.1614642652559,358.1614642652559,1576.1861840196455,1732.6916267842141,5895926.755507589,3010076.0870253947,-1899099.6886786511,5895957.950276406,3010110.9117722837,-1898949.8207296345
172,349.115403978548,349.115403978548,1575.569387783692,1732.8754461874912,5898229.133044469,3010094.8342800857,-1891848.2039453187,5898260.318992843,3010130.064003274,-1891697.1748990738
173,355.3704854519608,355.3704854519608,1577.627769904348,1733.0594157317266,5900524.306690488,3010109.9050992155,-1884594.4021125948,5900554.460103696,3010144.4708477724,-1884444.952313493
174,354.30237807105254,354.30237807105254,1560.6858538181755,1733.243533759005,5902812.273562689,3010121.2994236485,-1877338.292038776,5902846.12756267,3010159.7967788903,-1877172.5777555737
175,351.5381122463741,351.5381122463741,1577.6828109621151,1733.4278001023224,5905093.030786587,3010129.0171987712,-1870079.8825862862,5905123.557108968,3010163.9151423387,-1869930.0237152225
176,341.0227361801298,341.0227361801298,1593.4323578499266,1733.6122123656683,5907366.575497083,3010133.0583745036,-1862819.182618774,5907394.050139459,3010165.1105271447,-1862685.0523197502
177,346.0950743428662,346.0950743428662,1576.9794534887808,1733.7967718999485,5909632.904837341,3010133.4229052896,-1855556.2010047238,5909662.992843609,3010168.3729002443,-1855405.6966149833
178,348.4216157251095,348.4216157251095,1577.6318584147461,1733.9814763015163,5911892.01595957,3010130.1107501104,-1848290.9466149278,5911921.8761198735,3010165.456575576,-1848140.78310915
179,347.18006409841666,347.18006409841666,1583.4404553297347,1734.1663326478852,5914143.996480753,3010123.121517317,-1841023.1358806249,5914172.528770813,3010156.7488377695,-1840878.5457392933
180,345.862723194544,345.862723194544,1590.703877098776,1734.35132445464,5916388.662368202,3010112.455737327,-1833753.3624731416,5916416.106496318,3010145.003852786,-1833615.2253294864
181,345.5542542558193,345.5542542558193,1575.1795886418834,1734.5364595522844,5918626.101547279,3010098.113175481,-1826481.342920222,5918655.66114924,3010133.1310641402,-1826328.2866775224
182,342.1712879089393,342.1712879089393,1582.62495677523,1734.7217355256003,5920856.311205543,3010080.093808877,-1819207.0861046077,5920884.769156942,3010114.3210918363,-1819060.5822978953
183,344.08308040363846,344.08308040363846,1585.443689681551,1734.9071525979173,5923079.288539419,3010058.3976191427,-1811930.6009119684,5923107.135007955,3010092.128378006,-1811787.2826036213
184,343.31991007081547,343.31991007081547,1572.0283019756168,1735.0927098866641,5925295.030753937,3010033.024592445,-1804651.8962317214,5925325.256556664,3010069.3116274416,-1804495.2246039489
185,335.95739427755143,335.95739427755143,1594.9547210706423,1735.2784057030617,5927503.535063453,3010003.974719471,-1797370.9809546832,5927529.490077723,3010035.528778075,-1797235.8714201278
186,339.4349760626682,339.4349760626682,1591.0412950529412,1735.4642471774835,5929704.887109275,3009971.246604775,-1790087.5709075937,5929731.755051404,3010004.1726718023,-1789948.9730015984
187,335.63315707691225,335.63315707691225,1590.5431667482123,1735.6502181201502,5931898.906995119,3009934.8428815235,-1782802.2610353588,5931925.567949306,3009967.8490861207,-1782663.0405526669
188,339.5787421774656,339.5787421774656,1586.3925768572037,1735.8363256240257,5934085.680671053,3009894.7623112695,-1775514.7672600686,5934112.267474856,3009927.588648021,-1775371.0131022895
189,332.6930825821491,332.6930825821491,1594.5009951656396,1736.0225676797797,5936265.205387125,3009851.0049028317,-1768225.0984834547,5936291.136529579,3009882.890812253,-1768089.0922592662
190,334.13877976688764,334.13877976688764,1588.7253126133612,1736.208944481423,5938437.478401571,3009803.570669563,-1760933.2636123623,5938464.146385066,3009836.8758690283,-1760791.1985641727
191,331.75100979414486,331.75100979414486,1595.214668087389,1736.3954551436439,5940602.496981729,3009752.459629352,-1753639.2715557727,5940627.832055765,3009784.0292779272,-1753503.5855087026
192,327.3419487650933,327.3419487650933,1605.7416056033371,1736.5820983796864,5942760.258403839,3009697.6718046227,-1746343.1312255252,5942783.259374418,3009727.1909418646,-1746216.6324701924
193,326.31765408139216,326.31765408139216,1606.8401692439056,1736.7688801976126,5944910.846329062,3009639.2047961224,-1739044.5578582434,5944933.983045175,3009668.6813234687,-1738919.6380234256
194,328.71370588665104,328.71370588665104,1597.62992379067,1736.9557850745962,5947054.085007266,3009577.0633398104,-1731744.1476412723,5947078.653223623,3009608.2054909063,-1731610.2869587436
195,334.3610933637627,334.3610933637627,1592.687432048513,1737.1428201743772,5949190.0584093295,3009511.245193438,-1724441.6159035647,5949215.085028431,3009543.4890216067,-1724302.8261098976
196,325.8561261271574,325.8561261271574,1593.8727038169507,1737.3299849605621,5951318.763846945,3009441.7503975676,-1717136.971568661,5951343.395237118,3009473.733295284,-1716998.6406165687
197,325.0723658030382,325.0723658030382,1596.829779877069,1737.5172770156576,5953440.198641251,3009368.5789972716,-1709830.2235610436,5953464.140310615,3009399.7133982144,-1709694.4291136814
198,326.49558152532103,326.49558152532103,1597.8610727991388,1737.7046961750664,5955554.360121217,3009291.731042199,-1702521.3808117101,5955577.762422345,3009322.291261769,-1702386.5829846414
199,321.51913463043763,321.51913463043763,1602.663172167125,1737.8922415282025,5957661.245626108,3009211.206586475,-1695210.4522496078,5957683.723874747,3009241.194835448,-1695080.1368676235
200,323.90709619671276,323.90709619671276,1597.670364973723,1738.0799117578485,5959760.852502944,3009127.005688813,-1687897.446810531,5959784.619832189,3009158.5137294694,-1687762.170391463
201,321.9434015937347,321.9434015937347,1602.5887926416801,1738.267715255268,5961853.262142642,3009039.1248028902,-1680582.0790808236,5961875.912867679,3009069.353746531,-1680451.3878613706
202,319.2827757278238,319.2827757278238,1603.176933145638,1738.4556329589675,5963938.303548218,3008947.571067655,-1673264.9466191982,5963960.803595642,3008977.596051274,-1673134.5194598455
203,321.97179789298826,321.97179789298826,1610.0012846484074,1738.6436743580769,5966016.058421466,3008852.341093776,-1665945.764100467,5966037.345675134,3008881.1921594907,-1665821.9198595711
204,324.0361962975034,324.0361962975034,1600.3021322901889,1738.8318369940555,5968086.524145614,3008753.434958075,-1658624.540469554,5968109.569872349,3008784.7099866676,-1658490.8040509515
205,316.99391096503416,316.99391096503416,1602.6837145176894,1739.0201203557735,5970149.698112728,3008650.8527419227,-1651301.28467449,5970171.624918806,3008680.9905487723,-1651169.671656684
206,318.99335640704146,318.99335640704146,1603.5145852732362,1739.2085235342,5972205.577723598,3008544.5945312316,-1643976.0056667405,5972227.197425127,3008574.381690328,-1643844.8879372834
207,319.864675614278,319.864675614278,1604.6016822181384,1739.397045589241,5974254.160388283,3008434.660416441,-1636648.7123993416,5974275.958149449,3008464.7776506376,-1636518.8809397207
208,309.24567112945385,309.24567112945385,1610.5598725591144,1739.5856933686366,5976295.5255066855,3008321.045847652,-1629319.1189050337,5976316.325025152,3008350.245934734,-1629194.8961397815
209,311.06047434433117,311.06047434433117,1610.4400547896128,1739.774450456027,5978329.506250859,3008203.760066228,-1621987.8239087958,5978350.047431293,3008232.3019052134,-1621862.8093604837
210,317.44066901996786,317.44066901996786,1596.5200536997334,1739.963323697524,5980356.182332466,3008082.7986792303,-1614654.5415288124,5980378.360534851,3008114.0061970484,-1614516.0615058427
211,314.749436190192,314.749436190192,1614.441689854651,1740.1523125446577,5982375.551196816,3007958.161795263,-1607319.2807306915,5982395.251363292,3007986.41129326,-1607197.851961262
212,313.36795342212326,313.36795342212326,1612.2019481165532,1740.3414141906362,5984387.610299245,3007829.8495274116,-1599982.0504788808,5984407.956791742,3007858.8320048433,-1599858.2169170668
213,309.96978941609007,309.96978941609007,1612.976541901956,1740.5306318748328,5986392.357102588,3007697.8619933836,-1592642.8597457435,5986411.934998784,3007726.3089358318,-1592519.7887804322
214,309.7780626603236,309.7780626603236,1612.441289830352,1740.7199601459156,5988389.789080309,3007562.199315318,-1585301.7175002194,5988409.2191075375,3007590.5312346704,-1585177.9875913705
215,311.8600176731342,311.8600176731342,1612.0724323985307,1740.9094003458238,5990379.903713486,3007422.8616199777,-1577958.632718771,5990399.876602261,3007451.8702652296,-1577834.4257120965
216,305.54610914438047,305.54610914438047,1615.9950418003573,1741.0989586239016,5992362.778120134,3007279.8432108103,-1570613.3188241853,5992381.637940731,3007307.548764163,-1570492.5596415275
217,304.00539074913155,304.00539074913155,1617.7483906739749,1741.2886191934283,5994338.25025059,3007133.1557313874,-1563266.3758265595,5994356.673328381,3007160.6063184873,-1563146.968643329
218,309.61574410729764,309.61574410729764,1610.8819826186286,1741.4783885768607,5996306.397535176,3006982.7936421,-1555917.5172322202,5996325.514347745,3007011.7508844454,-1555791.2634041023
219,304.0193285659553,304.0193285659553,1618.6761509142812,1741.6682658607326,5998267.217491509,3006828.757087811,-1548566.7520256594,5998285.404228708,3006856.0241098832,-1548447.8200665098
220,306.44851971060655,306.44851971060655,1620.3486831645926,1741.858250870017,6000220.707645898,3006671.046217951,-1541214.089195044,6000238.515893274,3006697.9795280625,-1541096.5141323586
221,313.91215348855553,313.91215348855553,1611.3192874413858,1742.0483411540536,6002166.865534136,3006509.661186441,-1533859.5377292144,6002185.786288757,3006538.601735275,-1533733.092444364
222,306.3292157157432,306.3292157157432,1615.053067195428,1742.2385358402698,6004105.68870062,3006344.6021517804,-1526503.1066210424,6004123.666006403,3006372.2635833714,-1526379.8690792844
223,302.5081592630537,302.5081592630537,1621.5153018977928,1742.4288440502012,6006037.252261095,3006175.862414415,-1519144.508779863,6006054.9207244655,3006203.0043695173,-1519027.6968879453
224,301.79523826017123,301.79523826017123,1617.9754495577083,1742.6192462256108,6007961.398358011,3006003.45571927,-1511784.3453005336,6007978.7198816165,3006030.65970131,-1511663.4974078715
225,304.8968239699629,304.8968239699629,1616.4368304304635,1742.8097518986783,6009878.202420465,3005827.3755236655,-1504422.3291720946,6009896.232600399,3005855.650583067,-1504300.1053838658
226,299.9879854389437,299.9879854389437,1628.964315821139,1743.0003582854736,6011787.66202906,3005647.622004228,-1497058.4693966818,6011804.153916878,3005673.7973264884,-1496948.292867524
227,301.0650198643704,301.0650198643704,1624.3954178590782,1743.1910659478547,6013689.774773329,3005464.1953421286,-1489692.7749792163,6013706.495810024,3005491.0239869207,-1489578.0023026653
228,301.2781459297636,301.2781459297636,1625.8440594174288,1743.3818735915893,6015584.538251513,3005277.0957231005,-1482325.254928255,6015601.008513326,3005303.608839615,-1482211.5850739726
229,294.7526588465734,294.7526588465734,1628.1244723970754,1743.5727791723664,6017471.950071465,3005086.3233373608,-1474955.9182525189,6017487.464171302,3005111.720459506,-1474844.0353436836
230,301.76539597828656,301.76539597828656,1621.1023000918315,1743.7637903655555,6019352.083342854,3004891.8704826348,-1467584.477362085,6019368.751811734,3004919.4913581056,-1467465.8230601237
231,295.2619050465553,295.2619050465553,1631.1178686751123,1743.9548901748074,6021224.784409189,3004693.753004592,-1460211.534403551,6021240.26175675,3004719.684568693,-1460102.4811945476
232,300.71776563475504,300.71776563475504,1624.352466974656,1744.1460866716236,6023090.126693741,3004491.9633578327,-1452836.8018659016,6023106.29721827,3004518.9261209257,-1452720.922674746
233,301.6741354236598,301.6741354236598,1623.5976892887236,1744.3373766543086,6024948.107840668,3004286.501750697,-1445460.288766771,6024964.12133144,3004313.4095995333,-1445342.9911048678
234,296.94206318970294,296.94206318970294,1621.3376337820846,1744.5287626003903,6026798.7255021855,3004077.36839616,-1438082.0041299872,6026815.081490012,3004105.065704583,-1437962.6754585775
235,297.51654142332956,297.51654142332956,1626.4663398181515,1744.720240941063,6028641.97734034,3003864.5635116566,-1430701.9569787146,6028657.2776954975,3003890.8981470303,-1430587.3463150456
